,Advert_No,Price,Room_Count,Meter_Square,Build_Age,Town,Neighbourhood
1548,132493-21,                1750000                 ,4,165,0,Karatay,Karakulak
1549,132375-76,                1350000                 ,4,155,5,Karatay,Hacıyusufmescit
1550,130990-75,                875000                 ,3,120,25,Akşehir,Altunkalem
1551,66538-1486,                1800000                 ,4,155,0,Karatay,Keçeciler
1552,40443-571,                4500000                 ,5,220,0,Selçuklu,Kılınçarslan
1553,130520-397,                6100000                 ,7,310,16,Meram,Durunday
1554,134423-187,                1350000                 ,4,180,10,Meram,Alpaslan
1555,96602-883,                2475000                 ,6,380,20,Selçuklu,Sille
1556,129710-1,                3950000                 ,16,490,4,Selçuklu,Hanaybaşı
1557,80269-1173,                1528000                 ,4,180,30,Selçuklu,Feritpaşa
1558,119637-289,                1820000                 ,4,140,0,Selçuklu,SelahaddinEyyubi
1559,93052-202,                4250000                 ,4,199,5,Selçuklu,MusallaBağları
1560,124132-233,                1550000                 ,4,170,0,Selçuklu,Bedir
1561,122312-191,                1950000                 ,4,150,0,Karatay,Hacısadık
1562,34922-1417,                2750000                 ,4,160,0,Selçuklu,Yazır
1563,92473-633,                3100000                 ,3,110,5,Selçuklu,SelahaddinEyyubi
1564,0-25949812,                4300000                 ,20,700,5,Karatay,Karaaslanüzümcü
1565,74398-467,                1830000                 ,4,170,15,Ereğli,Kazancı
1566,92343-673,                2700000                 ,4,175,1,Halkapınar,Cumhuriyet
1567,124086-184,                1595000                 ,4,160,7,Karatay,Çimenlik
1568,122575-143,                1500000                 ,3,120,0,Selçuklu,HüsamettinÇelebi
1569,136487-16,                1625000                 ,4,165,5,Meram,Alpaslan
1570,133265-44,                2700000                 ,3,140,1,Meram,Aymanas
1571,70173-897,                1600000                 ,4,160,18,Ereğli,Eti
1572,128842-360,                1650000                 ,4,175,2,Çumra,Cumhuriyet
1573,136750-11,                1850000                 ,4,165,0,Selçuklu,Yazır
1574,133344-73,                700000                 ,3,120,0,Selçuklu,Nişantaş
1575,128972-384,                5250000                 ,6,230,0,Meram,OsmanGazi
1576,111292-68,                40000000                 ,10,2.000,11,Meram,Durunday
1577,131350-253,                1750000                 ,4,160,3,Karatay,Ulubatlıhasan
1578,89673-1538,                2000000                 ,4,136,0,Selçuklu,SelahaddinEyyubi
1579,134113-61,                1985000                 ,4,160,25,Selçuklu,Feritpaşa
1580,128440-56,                1300000                 ,3,120,4,Ereğli,NamıkKemal
1581,88738-57,                1290000                 ,4,190,20,Karatay,Erenler
1582,61936-92,                22000000                 ,16,210,20,Meram,Yaka
1583,123893-260,                2700000                 ,4,180,3,Karatay,Kayacıkaraplar
1584,122179-291,                2200000                 ,6,300,5,Selçuklu,Kosova
1585,125942-71,                1450000                 ,4,160,25,Ereğli,Barbaros
1586,99983-561,                1300000                 ,4,145,20,Selçuklu,MusallaBağları
1587,62297-232,                1000000                 ,4,165,20,Karatay,SultanMesud
1588,109292-242,                1350000                 ,4,150,25,Selçuklu,Işıklar
1589,57307-473,                2850000                 ,4,148,0,Selçuklu,SelahaddinEyyubi
1590,82412-1986,                1850000                 ,5,180,3,Selçuklu,Hanaybaşı
1591,98608-887,                830000                 ,3,140,20,Ereğli,Barbaros
1592,121745-455,                2900000                 ,8,250,20,Selçuklu,Buhara
1593,121431-820,                1480000                 ,4,200,5,Karatay,Karakulak
1594,125652-419,                1400000                 ,3,125,0,Selçuklu,Kosova
1595,64652-426,                2000000                 ,4,140,0,Selçuklu,Akşemsettin
1596,78639-2992,                2300000                 ,4,170,8,Ereğli,Gülbahçe
1597,130946-76,                1400000                 ,3,130,0,Selçuklu,Akşemsettin
1598,132987-15,                1420000                 ,4,140,10,Karatay,Akabe
1599,126181-143,                1900000                 ,3,120,10,Ereğli,Yıldızlı
1600,126004-21,                2000000                 ,4,165,5,Selçuklu,Akşemsettin
1601,130592-91,                1450000                 ,3,125,0,Selçuklu,Malazgirt
1602,130990-66,                2550000                 ,5,205,4,Akşehir,Yeni
1603,131749-40,                1250000                 ,3,135,28,Selçuklu,Nişantaş
1604,95118-322,                8600000                 ,5,350,0,Meram,Karahüyük
1605,130520-372,                1580000                 ,4,126,26,Meram,Aşkan
1606,134423-110,                1760000                 ,7,265,10,Karatay,Kumköprü
1607,136295-2,                1650000                 ,4,150,0,Karatay,Çelebi
1608,129985-139,                1580000                 ,4,165,0,Ereğli,BatıElagözlü
1609,62608-956,                2200000                 ,4,140,0,Ereğli,HacıMütahir
1610,15533-30,                950000                 ,4,110,18,Selçuklu,BosnaHersek
1611,124511-324,                1275000                 ,3,120,0,Ereğli,Cahı
1612,115752-297,                1000000                 ,3,110,25,Ereğli,Orhangazi
1613,57166-524,                2280000                 ,4,200,7,Selçuklu,Sancak
1614,80269-443,                3000000                 ,7,220,13,Selçuklu,HüsamettinÇelebi
1615,128032-273,                1300000                 ,5,185,16,Meram,Aydoğdu
1616,124132-231,                5900000                 ,5,220,0,Selçuklu,Parsana
1617,66538-1497,                1900000                 ,6,220,3,Karatay,Çatalhüyük
1618,116512-597,                2400000                 ,4,150,0,Selçuklu,SelahaddinEyyubi
1619,60020-494,                1730000                 ,4,170,1,Karatay,Keçeciler
1620,34922-1416,                2250000                 ,4,170,10,Selçuklu,Yazır
1621,132493-20,                1275000                 ,4,168,15,Karatay,Fetih
1622,74398-453,                1250000                 ,4,150,16,Ereğli,Alpaslan
1623,92949-728,                1500000                 ,4,150,0,Karatay,Karakulak
1624,70173-888,                850000                 ,2,60,1,Ereğli,Barbaros
1625,128842-283,                1250000                 ,3,125,3,Karatay,Emirgazi
1626,114868-138,                1600000                 ,4,145,10,Selçuklu,Parsana
1627,112382-89,                880000                 ,3,110,5,Selçuklu,Beyhekim
1628,135343-111,                3300000                 ,5,160,3,Selçuklu,Yazır
1629,136750-10,                1850000                 ,4,165,0,Selçuklu,Yazır
1630,133344-72,                9850000                 ,14,600,21,Bozkır,Cumhuriyet
1631,122780-89,                13000000                 ,7,540,0,Selçuklu,Parsana
1632,128972-378,                1585000                 ,4,165,17,Selçuklu,Yazır
1633,57068-77,                1320000                 ,4,143,15,Meram,Kozağaç
1634,131350-252,                1000000                 ,4,135,26,Selçuklu,Işıklar
1635,111292-58,                4500000                 ,5,370,0,Meram,Bahçeşehir
1636,128440-45,                1350000                 ,4,160,0,Ereğli,Şinasi
1637,88738-45,                1870000                 ,4,175,5,Karatay,Kumköprü
1638,93404-188,                1700000                 ,4,160,6,Karatay,Erenler
1639,94059-140,                5500000                 ,11,564,14,Çumra,İçeriçumra
1640,129467-176,                1900000                 ,4,160,0,Karatay,Karakulak
1641,0-40484179,                1099999                 ,4,145,30,Selçuklu,Cumhuriyet
1642,119637-285,                1650000                 ,3,135,0,Selçuklu,SelahaddinEyyubi
1643,125962-81,                800000                 ,2,70,5,Karatay,Fetih
1644,92654-231,                3967000                 ,6,300,0,Selçuklu,Ardıçlı
1645,132790-43,                1200000                 ,3,110,0,Beyşehir,Beytepe
1646,123893-230,                1990000                 ,7,220,25,Karatay,Saraçoğlu
1647,124474-69,                4900000                 ,5,220,0,Selçuklu,Kılınçarslan
1648,124086-180,                1500000                 ,3,110,0,Karatay,Mengene
1649,122312-138,                1600000                 ,4,160,8,Karatay,Emirgazi
1650,99983-462,                2350000                 ,4,170,0,Selçuklu,Kosova
1651,92343-679,                1770000                 ,4,160,15,Ereğli,Üçgöz
1652,121431-819,                1200000                 ,4,145,16,Selçuklu,Akıncılar
1653,125652-416,                2100000                 ,4,155,0,Selçuklu,SelahaddinEyyubi
1654,13689-333,                11000000                 ,6,950,25,Meram,Yaka
1655,93628-169,                5000000                 ,5,227,4,Selçuklu,Beyhekim
1656,130946-71,                2450000                 ,7,240,23,Selçuklu,Hanaybaşı
1657,92390-792,                2750000                 ,6,245,5,Selçuklu,Selçuk
1658,132181-35,                1700000                 ,4,175,3,Ereğli,Barbaros
1659,130990-57,                820000                 ,4,128,20,Akşehir,Altunkalem
1660,78913-1056,                8000000                 ,12,650,9,Kulu,Yeni
1661,80849-46,                1250000                 ,3,2.226,1,Akşehir,Atakent
1662,130520-370,                1100000                 ,4,117,2,Meram,Gödene
1663,134423-19,                2600000                 ,5,220,0,Selçuklu,Kosova
1664,125942-74,                1750000                 ,4,160,0,Ereğli,Atakent
1665,122179-357,                2500000                 ,4,170,0,Selçuklu,SelahaddinEyyubi
1666,78639-2995,                6000000                 ,6,1.127,10,Ereğli,Alhan
1667,95118-329,                7500000                 ,8,290,0,Selçuklu,Buhara
1668,62608-969,                1200000                 ,4,130,28,Ereğli,Eti
1669,80269-1132,                1150000                 ,4,165,13,Meram,Alpaslan
1670,124511-331,                925000                 ,3,120,19,Ereğli,Şinasi
1671,65907-2993,                1060000                 ,3,110,20,Ereğli,Eti
1672,128032-154,                1400000                 ,4,160,16,Karatay,Kayacıkaraplar
1673,67219-620,                1250000                 ,3,120,4,Selçuklu,Erenköy
1674,63450-230,                1300000                 ,4,150,25,Selçuklu,Kılınçarslan
1675,124132-223,                1645000                 ,4,150,7,Selçuklu,Parsana
1676,34922-1376,                1900000                 ,4,160,8,Selçuklu,MehmetAkif
1677,66538-1311,                1280000                 ,3,125,3,Karatay,Yediler
1678,131749-10,                975000                 ,4,145,27,Selçuklu,İhsaniye
1679,74398-450,                1375000                 ,4,165,4,Ereğli,MehmetAkif
1680,136295-25,                1650000                 ,4,160,5,Karatay,KerimDede
1681,129985-147,                1650000                 ,4,145,0,Ereğli,Fatih
1682,128842-261,                1950000                 ,4,143,0,Selçuklu,Akşemsettin
1683,136750-9,                1800000                 ,4,165,0,Selçuklu,SelahaddinEyyubi
1684,134878-31,                13000000                 ,6,265,0,Meram,Yenişehir
1685,135343-106,                1790000                 ,4,165,1,Karatay,Akabe
1686,122780-88,                2900000                 ,6,280,15,Selçuklu,Sancak
1687,129070-134,                1545000                 ,4,165,6,Ereğli,Yunuslu
1688,57068-76,                6250000                 ,5,300,0,Meram,Harmancık
1689,131350-249,                1275000                 ,2,90,5,Karatay,Saraçoğlu
1690,46557-1777,                8600000                 ,5,600,0,Meram,Karahüyük
1691,129814-110,                7400000                 ,7,280,0,Meram,Harmancık
1692,128972-329,                1975000                 ,3,130,0,Selçuklu,Akşemsettin
1693,88738-15,                1255000                 ,3,125,0,Karatay,Nakipoğlu
1694,73671-1122,                1720000                 ,4,145,5,Selçuklu,Yazır
1695,57166-454,                1500000                 ,4,140,20,Meram,Alavardı
1696,121745-465,                1750000                 ,4,170,25,Selçuklu,HüsamettinÇelebi
1697,131179-40,                2100000                 ,4,140,40,Beyşehir,Yeni
1698,134843-7,                900000                 ,4,125,18,Karatay,Kalenderhane
1699,114868-154,                4250000                 ,5,245,15,Meram,Havzan
1700,58332-267,                1550000                 ,4,155,0,Selçuklu,SelahaddinEyyubi
1701,70173-901,                1490000                 ,4,150,1,Ereğli,MimarSinan
1702,98608-878,                950000                 ,3,140,25,Ereğli,Boyacıali
1703,125962-57,                5300000                 ,5,220,0,Meram,Yenişehir
1704,115933-387,                15000000                 ,24,875,15,Meram,Aşkan
1705,93052-141,                2750000                 ,5,220,16,Meram,Havzan
1706,121431-817,                1320000                 ,4,150,16,Selçuklu,HüsamettinÇelebi
1707,125652-415,                1800000                 ,4,160,0,Selçuklu,SelahaddinEyyubi
1708,129170-79,                1235000                 ,4,175,12,Karatay,Gaziosmanpaşa
1709,124086-183,                1550000                 ,4,165,0,Meram,Bahçeşehir
1710,0-40504070,                745000                 ,2,95,2,Ereğli,Barbaros
1711,57251-2128,                1850000                 ,4,160,0,Selçuklu,SelahaddinEyyubi
1712,133419-14,                3000000                 ,5,180,0,Selçuklu,Şeker
1713,89044-115,                1120000                 ,4,180,10,Ereğli,Orhangazi
1714,130990-54,                1800000                 ,4,168,0,Akşehir,Gazi
1715,130520-334,                24900000                 ,7,500,5,Meram,Ayanbey
1716,136700-7,                525000                 ,3,105,20,Beyşehir,Müftü
1717,136429-27,                1250000                 ,6,100,50,Beyşehir,Hacıarmağan
1718,119637-286,                1250000                 ,4,135,0,Selçuklu,SelahaddinEyyubi
1719,123893-261,                1250000                 ,4,170,0,Selçuklu,Sancak
1720,122312-149,                1750000                 ,4,170,0,Karatay,Çelebi
1721,125838-227,                1750000                 ,4,165,0,Karatay,Hacıibalı
1722,78639-2976,                2950000                 ,7,300,8,Ereğli,MehmetAkif
1723,115752-296,                1300000                 ,3,110,0,Ereğli,Cahı
1724,95118-313,                14000000                 ,17,1.051,20,Selçuklu,Erenköy
1725,116512-669,                1325000                 ,4,160,30,Selçuklu,MusallaBağları
1726,13689-341,                1500000                 ,4,160,4,Karatay,Gaziosmanpaşa
1727,93404-242,                1200000                 ,3,120,6,Selçuklu,Kosova
1728,107624-80,                2000000                 ,4,160,4,Selçuklu,Beyhekim
1729,124132-212,                1530000                 ,4,155,0,Karatay,Çimenlik
1730,60020-490,                2300000                 ,4,170,5,Meram,Kovanağzı
1731,80269-592,                3150000                 ,4,152,0,Selçuklu,Sancak
1732,129985-122,                1590000                 ,4,159,0,Ereğli,Cinler
1733,99886-335,                1200000                 ,4,165,16,Karatay,Sarıyakup
1734,61936-94,                6250000                 ,12,150,25,Meram,Yaka
1735,93628-191,                2250000                 ,4,160,0,Selçuklu,SelahaddinEyyubi
1736,0-40236106,                647000                 ,1,55,7,Selçuklu,Yazır
1737,69350-1332,                2600000                 ,6,288,15,Selçuklu,Beyhekim
1738,135343-105,                1850000                 ,4,165,0,Karatay,Karakulak
1739,129070-133,                3500000                 ,4,200,13,Ereğli,MimarSinan
1740,131350-246,                900000                 ,4,160,21,Selçuklu,SelahaddinEyyubi
1741,46557-1773,                8550000                 ,6,277,4,Meram,Alavardı
1742,57068-71,                2150000                 ,4,200,4,Selçuklu,Kosova
1743,81846-1532,                4575000                 ,5,220,0,Selçuklu,Kılınçarslan
1744,122179-376,                5000000                 ,5,280,0,Selçuklu,Kılınçarslan
1745,128842-333,                2500000                 ,5,225,8,Karatay,Akabe
1746,134423-184,                2150000                 ,4,145,10,Meram,Alakova
1747,111292-60,                1390000                 ,4,165,21,Selçuklu,Dumlupınar
1748,67536-450,                2350000                 ,5,220,25,Meram,Konevi
1749,57166-527,                1875000                 ,3,120,7,Selçuklu,Hanaybaşı
1750,70173-891,                1065000                 ,3,125,15,Ereğli,HacıMustafa
1751,121745-461,                1230000                 ,4,135,30,Selçuklu,Bedir
1752,34922-1395,                1850000                 ,4,170,0,Selçuklu,SelahaddinEyyubi
1753,66538-1518,                1770000                 ,4,150,8,Selçuklu,Hanaybaşı
1754,74398-462,                1675000                 ,4,160,0,Ereğli,Üçgöz
1755,76578-2882,                770000                 ,4,155,25,Meram,Sahibiata
1756,73671-1123,                1555000                 ,5,200,0,Karatay,Çelebi
1757,62608-968,                1600000                 ,4,150,0,Ereğli,Gülbahçe
1758,136750-15,                1600000                 ,4,155,0,Selçuklu,Sancak
1759,121431-815,                1750000                 ,4,155,11,Selçuklu,Beyhekim
1760,125652-414,                1550000                 ,3,125,0,Selçuklu,Parsana
1761,40443-495,                4500000                 ,5,210,0,Selçuklu,Kılınçarslan
1762,67219-741,                1600000                 ,4,160,8,Karatay,Hacıyusufmescit
1763,98608-890,                850000                 ,3,140,25,Ereğli,Boyacıali
1764,39168-4329,                3550000                 ,5,240,5,Meram,Melikşah
1765,0-40460270,                2130000                 ,4,186,1,Meram,Pirebi
1766,0-40408402,                2750000                 ,4,160,0,Karatay,Aziziye
1767,133785-46,                1375000                 ,4,190,3,Karatay,Fetih
1768,134877-12,                1                 ,4,190,0,Meram,Çaybaşı
1769,57251-2119,                2400000                 ,8,280,13,Selçuklu,Yazır
1770,122225-108,                1695000                 ,3,95,0,Selçuklu,SelahaddinEyyubi
1771,133419-12,                5100000                 ,8,200,8,Selçuklu,Buhara
1772,119637-279,                2050000                 ,4,180,3,Selçuklu,Akşemsettin
1773,5115-3484,                4550000                 ,5,210,1,Meram,Alavardı
1774,0-40363833,                1100000                 ,4,150,25,Selçuklu,HüsamettinÇelebi
1775,0-40355879,                1650000                 ,3,485,25,Akşehir,Yeni
1776,0-40339227,                6100000                 ,5,200,5,Selçuklu,Beyhekim
1777,0-40330507,                4700000                 ,5,240,5,Selçuklu,Şeker
1778,0-40321965,                3450000                 ,5,200,3,Beyşehir,Bahçelievler
1779,0-40313341,                5000000                 ,9,300,20,Meram,Durunday
1780,0-40282670,                2750000                 ,3,90,15,Selçuklu,Parsana
1781,133841-207,                1100000                 ,2,90,5,Meram,Aşkan
1782,88901-174,                1300000                 ,4,150,0,Karatay,İstiklal
1783,131029-24,                1280000                 ,4,170,0,Kulu,Yeni
1784,0-40130720,                2000000                 ,4,165,5,Meram,Yaka
1785,0-40087542,                3150000                 ,9,360,0,Ereğli,Hacımemiş
1786,132204-73,                998000                 ,2,80,4,Ereğli,Talatpaşa
1787,0-39925130,                2000000                 ,5,205,7,Ereğli,Orhangazi
1788,0-39920040,                1500000                 ,4,145,0,Selçuklu,SelahaddinEyyubi
1789,0-39625823,                1300000                 ,4,160,13,Karatay,Akabe
1790,0-34286849,                2250000                 ,6,250,12,Selçuklu,Ferhuniye
1791,116512-642,                5000000                 ,8,420,25,Meram,Kozağaç
1792,93404-232,                900000                 ,4,145,26,Karatay,Kalenderhane
1793,130520-373,                1500000                 ,4,160,21,Meram,Havzan
1794,97796-502,                1775000                 ,5,220,15,Selçuklu,Sakarya
1795,124086-187,                1320000                 ,4,140,0,Karatay,Çatalhüyük
1796,72725-53,                2500000                 ,4,170,0,Selçuklu,SelahaddinEyyubi
1797,135343-104,                1250000                 ,3,110,4,Karatay,Keykubat
1798,129070-132,                975000                 ,4,125,35,Ereğli,Hıdırlı
1799,131350-245,                1700000                 ,4,160,0,Selçuklu,Parsana
1800,57068-4,                1750000                 ,4,130,0,Selçuklu,SelahaddinEyyubi
1801,46557-1766,                8600000                 ,5,500,0,Meram,Karahüyük
1802,124132-230,                750000                 ,3,115,30,Selçuklu,İhsaniye
1803,84875-727,                875000                 ,4,145,26,Karatay,Nakipoğlu
1804,132760-108,                3080000                 ,5,210,10,Ereğli,Hacımemiş
1805,80269-1144,                1350000                 ,4,160,13,Karatay,Akabe
1806,115752-293,                750000                 ,2,65,0,Ereğli,Toros
1807,128842-230,                1275000                 ,3,105,2,Karatay,Selimsultan
1808,94059-118,                1150000                 ,4,130,20,Selçuklu,BosnaHersek
1809,54167-521,                3000000                 ,5,220,5,Selçuklu,Parsana
1810,134878-27,                20000000                 ,6,400,0,Selçuklu,Hocacihan
1811,111292-21,                1900000                 ,4,155,0,Karatay,Karakulak
1812,126004-43,                1130000                 ,3,145,0,Karatay,Çatalhüyük
1813,129462-188,                900000                 ,2,60,3,Ereğli,Toros
1814,58332-357,                3000000                 ,5,200,0,Selçuklu,Kosova
1815,93628-229,                1550000                 ,4,160,0,Selçuklu,Parsana
1816,0-39467830,                1500000                 ,4,155,0,Ereğli,Cinler
1817,0-39319394,                7100000                 ,5,219,2,Selçuklu,SelahaddinEyyubi
1818,70173-886,                1250000                 ,4,145,15,Ereğli,Barbaros
1819,100832-201,                14000000                 ,3,130,6,Selçuklu,SilleAk
1820,74398-455,                1550000                 ,4,165,5,Ereğli,Cinler
1821,62297-248,                2050000                 ,4,165,10,Meram,Alavardı
1822,78639-2975,                1200000                 ,4,145,20,Ereğli,ZiyaGökalp
1823,121431-814,                1765000                 ,4,165,0,Karatay,Hacıyusufmescit
1824,125652-413,                1850000                 ,4,1.707,0,Selçuklu,SelahaddinEyyubi
1825,123893-202,                1585000                 ,4,170,8,Karatay,Ulubatlıhasan
1826,88620-202,                2650000                 ,5,182,8,Selçuklu,Sancak
1827,98608-865,                770000                 ,2,70,0,Ereğli,Fatih
1828,121745-441,                2500000                 ,4,175,7,Selçuklu,Yazır
1829,134423-258,                1150000                 ,3,90,0,Meram,Alakova
1830,131193-100,                1350000                 ,4,165,20,Karatay,Gaziosmanpaşa
1831,131765-146,                850000                 ,4,155,22,Selçuklu,Fatih
1832,133637-39,                2498000                 ,8,320,13,Karatay,Doğuş
1833,65192-203,                1750000                 ,4,150,0,Karatay,Karakulak
1834,134877-11,                1749000                 ,4,165,0,Karatay,Selimsultan
1835,132449-69,                2100000                 ,4,170,0,Karatay,Gaziosmanpaşa
1836,125838-229,                1350000                 ,4,165,5,Karatay,Mengene
1837,124474-78,                1615000                 ,5,220,15,Selçuklu,Işıklar
1838,122312-157,                2200000                 ,4,170,0,Selçuklu,Hocacihan
1839,65040-49,                500000                 ,3,85,0,Karatay,Karakulak
1840,133494-70,                695000                 ,2,52,0,Ereğli,Toros
1841,66538-1504,                1600000                 ,3,110,0,Selçuklu,SelahaddinEyyubi
1842,122225-63,                2495000                 ,4,155,0,Selçuklu,Şeker
1843,122179-378,                9400000                 ,4,190,20,Meram,Alavardı
1844,135426-8,                1049000                 ,4,150,18,Selçuklu,Binkonutlar
1845,0-40359737,                2150000                 ,4,165,0,Selçuklu,Akşemsettin
1846,0-40284489,                804998                 ,2,60,4,Ereğli,Aydınlar
1847,0-40224721,                2500000                 ,3,115,15,Ereğli,Şinasi
1848,86980-948,                3250000                 ,5,175,7,Selçuklu,Yazır
1849,132067-39,                1680000                 ,4,170,6,Ereğli,MehmetAkif
1850,131199-13,                1750000                 ,4,150,10,Karatay,Orhangazi
1851,133841-194,                950000                 ,3,115,11,Selçuklu,BosnaHersek
1852,132304-27,                2100000                 ,4,155,3,Karatay,Çelebi
1853,90958-27,                900000                 ,4,130,26,Selçuklu,Aydınlıkevler
1854,130946-32,                4250000                 ,5,260,0,Selçuklu,Kılınçarslan
1855,129985-150,                4500000                 ,3,90,6,Ereğli,Yazlık
1856,134611-36,                1800000                 ,4,135,0,Ereğli,MehmetAkif
1857,73671-1127,                19200000                 ,7,285,0,Selçuklu,Buhara
1858,29281-1953,                1670000                 ,4,165,10,Karatay,BüyükSinan
1859,117084-256,                1800000                 ,5,200,25,Karatay,Kalenderhane
1860,56279-155,                3000000                 ,3,120,5,Selçuklu,Aşağıpınarbaşı
1861,119735-192,                1600000                 ,4,165,0,Ereğli,BatıElagözlü
1862,5195-2797,                1120000                 ,4,140,0,Karatay,Karaaslandede
1863,62608-965,                2300000                 ,3,130,40,Ereğli,Çömlekçi
1864,135343-103,                3300000                 ,4,200,31,Selçuklu,Erenköy
1865,131350-242,                7400000                 ,6,230,0,Meram,Lalebahçe
1866,129070-131,                1250000                 ,4,130,27,Ereğli,Eti
1867,46557-1740,                8499999                 ,6,265,4,Meram,Alavardı
1868,124132-225,                1650000                 ,4,150,0,Selçuklu,Parsana
1869,81846-1506,                3500000                 ,5,217,5,Selçuklu,Hacıkaymak
1870,39168-4331,                1550000                 ,5,220,16,Selçuklu,MehmetAkif
1871,5115-3509,                1750000                 ,4,175,5,Karatay,Çimenlik
1872,128140-120,                1550000                 ,3,135,4,Meram,Köyceğiz
1873,34922-1361,                3500000                 ,5,300,20,Selçuklu,MehmetAkif
1874,132760-102,                1290000                 ,3,120,0,Ereğli,Cinler
1875,80269-1093,                3300000                 ,4,198,2,Selçuklu,Selçuk
1876,130520-399,                3650000                 ,4,645,16,Meram,Havzan
1877,136750-6,                910000                 ,4,145,25,Selçuklu,Binkonutlar
1878,93628-228,                1650000                 ,4,160,0,Selçuklu,Parsana
1879,84875-720,                2850000                 ,5,190,1,Karatay,Saraçoğlu
1880,0-40310675,                7200000                 ,4,120,5,Ereğli,Orhaniye
1881,0-40267129,                850000                 ,3,95,13,Selçuklu,Akşemsettin
1882,125683-774,                7000000                 ,6,300,0,Selçuklu,Beyhekim
1883,74398-406,                9500000                 ,6,360,1,Halkapınar,İvriz
1884,129814-105,                1620000                 ,4,160,1,Selçuklu,Parsana
1885,70173-885,                3100000                 ,5,200,4,Ereğli,Gülbahçe
1886,128842-327,                3600000                 ,4,175,0,Selçuklu,Hocacihan
1887,78639-2912,                1450000                 ,4,150,0,Ereğli,Toros
1888,121431-813,                1190000                 ,3,125,11,Selçuklu,Malazgirt
1889,125652-412,                1850000                 ,4,160,0,Selçuklu,Bedir
1890,98608-856,                870000                 ,4,145,19,Ereğli,HacıMütahir
1891,134423-194,                2100000                 ,4,140,20,Meram,Harmancık
1892,131193-88,                1300000                 ,3,120,0,Karatay,HacıHasan
1893,107333-34,                5250000                 ,5,230,0,Selçuklu,Selçuk
1894,132907-77,                1650000                 ,4,195,8,Karatay,Nakipoğlu
1895,133637-21,                4100000                 ,5,250,0,Meram,Harmancık
1896,65192-142,                1750000                 ,4,150,0,Karatay,Karakulak
1897,131765-77,                2300000                 ,5,220,0,Karatay,HacıHasan
1898,132449-9,                6750000                 ,5,350,0,Selçuklu,SilleAk
1899,96769-433,                3750000                 ,7,325,3,Selçuklu,Şeker
1900,134878-30,                13000000                 ,6,400,0,Selçuklu,Hocacihan
1901,121254-193,                2000000                 ,6,210,0,Meram,Uluğbey
1902,122641-156,                4500000                 ,5,300,0,Meram,Karahüyük
1903,121745-450,                1150000                 ,4,125,30,Selçuklu,Cumhuriyet
1904,102252-25,                7000000                 ,6,360,0,Meram,Karahüyük
1905,56086-1627,                1375000                 ,3,130,0,Selçuklu,SelahaddinEyyubi
1906,129831-67,                2550000                 ,4,178,0,Selçuklu,Parsana
1907,132067-32,                1650000                 ,4,160,1,Ereğli,MehmetAkif
1908,134357-8,                1370000                 ,6,220,24,Selçuklu,Sakarya
1909,131199-2,                1850000                 ,4,165,2,Karatay,Akabe
1910,125838-156,                1500000                 ,4,165,0,Meram,Harmancık
1911,132790-13,                1700000                 ,4,170,0,Beyşehir,Müftü
1912,58332-308,                1800000                 ,4,165,0,Selçuklu,SelahaddinEyyubi
1913,66538-1478,                1650000                 ,4,160,0,Karatay,KerimDede
1914,73671-1108,                1350000                 ,5,165,11,Selçuklu,Sancak
1915,123893-266,                2175000                 ,4,180,0,Selçuklu,Hanaybaşı
1916,124212-47,                1700000                 ,4,165,0,Karatay,Selimsultan
1917,122225-106,                1698000                 ,4,155,0,Selçuklu,SelahaddinEyyubi
1918,86980-936,                1635000                 ,4,199,3,Selçuklu,Yazır
1919,130547-286,                1490000                 ,5,150,5,Karatay,Mengene
1920,63450-258,                5500000                 ,5,205,0,Meram,Yaylapınar
1921,122312-81,                2100000                 ,5,200,0,Karatay,Çelebi
1922,135343-101,                2250000                 ,6,230,5,Karatay,Gaziosmanpaşa
1923,131350-241,                1295000                 ,4,160,5,Karatay,Keykubat
1924,129070-118,                1735000                 ,4,170,6,Ereğli,Yunuslu
1925,46557-1722,                2500000                 ,5,200,0,Karatay,Sarıyakup
1926,132760-6,                1850000                 ,4,175,7,Ereğli,Aydınlar
1927,132282-46,                635000                 ,2,60,4,Kulu,FatihSultanMehmet
1928,112382-95,                1450000                 ,4,165,20,Selçuklu,Feritpaşa
1929,80269-669,                1850000                 ,4,155,0,Karatay,HacıHasan
1930,122432-341,                1300000                 ,3,120,0,Selçuklu,SelahaddinEyyubi
1931,93404-228,                2750                 ,4,160,25,Karatay,Akifpaşa
1932,93628-222,                1400000                 ,4,165,12,Selçuklu,MehmetAkif
1933,88620-228,                1700000                 ,3,182,7,Selçuklu,Sancak
1934,62608-978,                1550000                 ,4,145,0,Ereğli,Üçgöz
1935,112532-369,                2650000                 ,5,216,0,Selçuklu,Yazır
1936,0-40309293,                999999                 ,3,115,30,Selçuklu,Nişantaş
1937,0-40241820,                1590000                 ,4,140,8,Meram,Alpaslan
1938,7204-24454,                740000                 ,2,70,7,Selçuklu,Kosova
1939,124132-224,                1650000                 ,4,150,1,Selçuklu,SelahaddinEyyubi
1940,64652-422,                1530000                 ,3,125,27,Selçuklu,İhsaniye
1941,70173-879,                1650000                 ,4,160,2,Ereğli,Cinler
1942,58948-271,                1700000                 ,4,140,0,Ereğli,Cahı
1943,78639-2757,                1100000                 ,4,150,25,Ereğli,Eti
